id,phone_number,address
07472803X2,0747287623,"100 ANGUS SMITH DRV TOWNSVILLE HOSPITA, DOUGLAS"
07384414X2,0738443555,"85 HARDGRAVE RD OPP GRANVILLE ST, WEST END"
08937701X1,0893772394,"133 GREAT EASTERN HWY , SOUTH GUILDFORD"
07384618X2,0738465030,"LVL 5 28 RAYMOND TCE MOTHERS HOSP, SOUTH BRISBANE"
02968227X2,0296826057,"13 SOUTH ST NR RAILWAY PDE, GRANVILLE"
07336924X2,0733661246,"10 STEWART RD CNR STEWART PL, ASHGROVE"
07558080X2,0755808231,"147 LAVER DRV OS PETROL PLUS, ROBINA"
08876200X2,0887620077,"67 CEDAR AVE OUTSIDE, NARACOORTE"
02623700X2,0262375110,"11 NORTH ST NR GENERAL STORE, THARWA"
07405634X2,0740566928,"101 GORDON ST NEAR NORMAN ST, GORDONVALE"
08993800X2,0899381000,"78 CHAPMAN VALLEY RD DELORO DELI, WAGGRAKINE"
08933619X2,0893363514,"23 ADELAIDE ST JOHNSTON COURT, FREMANTLE"
08895673Y7,NONE,"0 IRRUNYTJU COMM COUNCIL OFFICE, NGNJRA-GLS"
07497202X1,0749726758,"184 GOONDOON ST SHOPPING CENTRE, GLADSTONE CENTRAL"
03547209X2,0354721966,"100 MAIN RD PAYPHONE, CAMPBELLS CREEK"
08949701X2,0893991314,"270 SOUTH WESTERN HWY HILLSIDE GARDEN VI, MOUNT RICHON"
07552409X1,0755248097,"59 DARLINGTON DRV BANORA SHOPPING VI, BANORA POINT"
07552408X1,0755248109,"59 DARLINGTON DRV BANORA SHOPPING VI, BANORA POINT"
02939804X1,0293989586,"LVL 1 73 BELMORE RD ROYAL RANDWICK S/C, RANDWICK"
08979105X1,0897913226,"60 SANDRIDGE RD BUNBURY FORUM SHOP, EAST BUNBURY"
08979104X1,0897919018,"60 SANDRIDGE RD BUNBURY FORUM SHOP, EAST BUNBURY"
08937710X2,0893772324,"412 BEECHBORO RD BEECHBORO CENTRAL, MORLEY"
02625707X1,0262572452,"37 CONSTITUTION AVE CANBERRA INSTITUTE, REID"
07497211X2,0749726513,"218 AUCKLAND ST MANGO LODGE, SOUTH GLADSTONE"
08938820X1,0893883682,"2 VERDUN ST QE2 G RECEPTION SI, NEDLANDS"
08938802X1,0893889314,"2 VERDUN ST QE2 G RECEPTION SI, NEDLANDS"
08938809X1,0893889752,"2 VERDUN ST QE2 G EMERGENCY SI, NEDLANDS"
02957904X1,0295794816,"LVL 1 225 FOREST RD HURSTVILLE CENTRAL, HURSTVILLE"
02958002X1,0295803268,"LVL 1 225 FOREST RD HURSTVILLE CENTRAL, HURSTVILLE"
02958010X2,0295800463,"LVL 1 225 FOREST RD HURSTVILLE CENTRAL, HURSTVILLE"
02957013X2,0295704346,"LVL 1 225 FOREST RD HURSTVILLE CENTRAL, HURSTVILLE"
03952519X2,0395253394,"229 BARKLY ST , ST KILDA"
02433433X2,0243342221,"5 DENNING ST LAKESIDE PLAZA SHO, THE ENTRANCE"
02433415X2,0243342818,"5 DENNING ST LAKESIDE PLAZA SHO, THE ENTRANCE"
07547120X1,0754712652,"1 RIDGEVIEW DRV PEREGIAN SPRINGS S, PEREGIAN SPRINGS"
03959211X2,0395928136,"770 HAWTHORN RD , BRIGHTON EAST"
07341001X2,0734101983,"HOTEL  2 NORTH ST OS BLUE PACIFIC, WOORIM"
07474901Y2,0747495302,"1 VIOLET ST YALLAMBIE RESERVE, HEALY"
07474850X2,0747485560,"0 RIVERSLEIGH RD LAWN HILL GORGE, LAWN HILL"
03955104X2,0395515655,"197 OLD DANDENONG RD , HEATHERTON"
07497903X2,0749793282,"2 SIGG ST BLUE CARE HIBISCUS, SOUTH GLADSTONE"
03989905X2,0398990259,"259 UNION RD CNR WHITEHORSE RD, SURREY HILLS"
02668534X2,0266853670,"184 SEVEN MILE BEACH RD BROKEN HEAD BEACH, BROKEN HEAD"
02921128X2,0292111087,"102 HAY ST , HAYMARKET"
03556150X1,0355615084,"154 RAGLAN PDE GATEWAY PLAZA S/C, WARRNAMBOOL"
02638622X2,0263862701,"32 NEILL ST POST OFFICE, HARDEN"
08919100Y2,0891917524,"0 TJARRAMBA COMM PANDANUS PARK, WILLARE"
08853205X2,0885325818,"13 OWL DRV CENTRO PLAZA, MURRAY BRIDGE"
02495550X1,0249555201,"24 KOKERA ST STOCKLAND WALLSEND, WALLSEND"
07328603X1,0732866928,"67 MIDDLE ST WOOLWORTHS CLEVELA, CLEVELAND"
07497382X2,0749738902,"4 CENTENARY DRV BOYNE PLAZA SHOPPI, BOYNE ISLAND"
02664334X2,0266431684,"49 SKINNER ST MID BLOCK, SOUTH GRAFTON"
02662251X2,0266228412,"203 KEEN ST OUTSIDE CENTRO, LISMORE"
03626110X2,0362612297,"13 HAMILTON RD , NEW NORFOLK"
02892002X2,0289203057,"77 MOUNT ST CNR ELIZABETH PLAZ, NORTH SYDNEY"
02665137X2,0266514245,"19 ARTHUR ST BARRACUDA BACKPACK, COFFS HARBOUR"
07559440X1,0755944643,"524 NERANG BROADBEACH RD CASINO VILLAGE CAR, CARRARA"
07325601X1,0732563824,"627 RODE RD EMERGENCY BLDG, CHERMSIDE"
03626740X1,0362674962,"81 FERRY RD KETTERING WHARF, KETTERING"
03974428X2,0397442302,"63 O'SHANASSY ST O/S FRUIT MARKET, SUNBURY"
08929512X2,0892952199,"5895 GREAT EASTERN HWY , MUNDARING"
07463522X2,0746358917,"67 DRAYTON RD THE VILLAGE SHOPP, Harristown"
08882106X2,0888211109,"56 GRAVES ST OPP POST OFFICE, KADINA"
03517401X1,0351747430,"166 FRANKLIN ST TAGN CENT PLAZA, TRARALGON"
02656654X2,0265665249,"9 OCEAN DRV CNR LIVINGSTONE ST, SOUTH WEST ROCKS"
02656770X2,0265677516,"0 STRAIGHT ST NR VINE STREET, HAT HEAD"
03930628X2,0393063727,"112 SNELL GR OS POST OFFICE, OAK PARK"
03960253X2,0396024958,"440 BOURKE ST NR CNR QUEEN ST, MELBOURNE"
02625759X2,0262571730,"23 QUICK ST AINSLIE VILLAGE, CAMPBELL"
02625743X2,0262574465,"23 QUICK ST AINSLIE VILLAGE, CAMPBELL"
03943513X2,0394358568,"69 MAIN RD , LOWER PLENTY"
02498211X2,0249821106,"140 GAN GAN RD OUTSIDE, ANNA BAY"
02444155X2,0244415501,"5 BURTON ST SHOPPING CENTRE, VINCENTIA"
02495916X2,0249594498,"46 AMBROSE ST PARADISE PALMS CAR, CAREY BAY"
02668000X2,0266809423,"98 JONSON ST O/S WOOLWORTHS, BYRON BAY"
02668085X2,0266808015,"98 JONSON ST O/S WOOLWORTHS, BYRON BAY"
08943419X1,0894183043,"254 ROCKINGHAM RD PHOENIX PARK SHOPP, SPEARWOOD"
08943418X1,0894181933,"254 ROCKINGHAM RD PHOENIX PARK SHOPP, SPEARWOOD"
08943406X1,0894346798,"254 ROCKINGHAM RD PHOENIX PARK SHOPP, SPEARWOOD"
08929704X1,0892972304,"11 MAIN ST THE SHOPS AT ELLEN, ELLENBROOK"
02433202X2,0243324605,"161 CRESTHAVEN AVE OS CRESTHAVEN SHOP, BATEAU BAY"
08919289X1,0891928963,"122 PORT DRV VACATION VILLAGE C, CABLE BEACH"
08994120X1,0899412834,"55 ROBINSON ST CARNARVON CENTRAL, CARNARVON"
08994141X2,0899414598,"55 ROBINSON ST CARNARVON CENTRAL, CARNARVON"
08920700X1,0892072674,"478 WANNEROO RD STIRLING CENTRAL S, WESTMINSTER"
02696350X2,0269635210,"4 RICHARDS ST CNR RAN/SPRINGS RD, BEELBANGERA"
08895685Y7,0889568721,"0 LARAMBA COMM , LARAMBA"
07553639X2,0755364372,"54 MUSGRAVE ST CNR DOUGLAS ST, COOLANGATTA"
08979108X1,0897915905,"1 BRITTAIN ST PARKS CENTRE, CAREY PARK"
02636217X2,0263623454,"183 DALTON ST , ORANGE"
02696510X2,0269651307,"0 COBRAM ST IN PARK, GOOLGOWI"
02696842X2,0269684366,"0 NARRAND ST INSIDE VAN PARK, DARLINGTON POINT"
08924205X2,0892422891,"2 WILUNA ST OS DOGS SWAMP SC, YOKINE"
07472142X1,0747214069,"261 STURT ST IRIS CLAY HOSTEL, TOWNSVILLE CITY"
07472405X1,0747245461,"261 STURT ST IRIS CLAY HOSTEL, TOWNSVILLE CITY"
02968802X2,0296882309,"111 PENDLE WAY OS WOOLWORTHS, PENDLE HILL"
07559906X1,0755991213,"22 FLORENCE ST TWEED BOWLS CLUB, TWEED HEADS"
08809167X9,0880916747,"0 JOHNSTON ST OS POST OFFICE, WHITE CLIFFS"
03972536X2,0397255889,"518 MOUNT DANDENONG RD KILSYTH SHOP CNTR, KILSYTH"
02974023X2,0297404193,"107 THE BOULEVARDE  NR KING GEORGES RD, WILEY PARK"
02975003X2,0297508198,"107 THE BOULEVARDE  NR KING GEORGES RD, WILEY PARK"
03934769X2,0393479175,"293 LYGON ST , CARLTON"
03625711X2,0362571204,"3 CHARLES ST O/S IGA, ORFORD"
02482233X2,0248221154,"57 QUEEN ST BRADFORDVILLE SHOP, GOULBURN"
02656990X2,0265699206,"23 STATION ST , EUNGAI RAIL"
02428300X1,0242837532,"201 PIONEER RD WOLLONGONG SURF LE, FAIRY MEADOW"
07320304X2,0732032184,"41 BAILEY RD OS IGA SHOP CENTRE, DECEPTION BAY"
08903114X2,0890311401,"33 AUGUSTA ST NR LAVER, LAVERTON"
08903110X2,0890311206,"33 AUGUSTA ST NR LAVER, LAVERTON"
02445406X2,0244541397,"66 PRINCES HWY MILTON POST OFFICE, MILTON"
07474512X2,0747451308,"105 LANDSBOROUGH ST O/S POST OFFICE, NORMANTON"
07406860X2,0740686105,"156 FELUGA RD O/S FELUGA HOTEL, FELUGA"
07474672X2,0747467367,"31 BURKE ST NEAR POST OFFICE, JULIA CREEK"
03502106X2,0350214619,"571 DEAKIN AVE , MILDURA"
07335612X2,0733564006,"280 ENOGGERA RD O/S MCDONALDS, NEWMARKET"
02655506X1,0265555608,"19 STRAND ST MEMORIAL SERVICES, FORSTER"
02496131X1,0249613202,"NR NEWS 200 UNION ST JUNCTION FAIR, THE JUNCTION"
03937900X2,0393794536,"70 BULLA RD , STRATHMORE"
02967001X2,0296706419,"44 MELVILLE RD MELVILLE ROAD SHOP, ST CLAIR"
07546732X2,0754673101,"15 COOPER RD WILLOWBANK C/P, WILLOWBANK"
07474919X2,0747495732,"185 LITTLE WEST ST COPPER CITY RIVERS, WINSTON"
07383901X2,0738397320,"465 WICKHAM TCE O/S ST ANDREWS WAR, SPRING HILL"
07559907X2,0755991158,"97 KENNEDY DRV NR DUCAT ST, TWEED HEADS"
07323619X2,0730031589,"304 GEORGE ST CNR ADELAIDE ST, BRISBANE CITY"
08937506X2,0893758529,"366 GRAND PRM DIANELLA PLAZA, DIANELLA"
07339601X1,0733969592,"2021 WYNNUM RD WYNNUM PLAZA, WYNNUM WEST"
07339303X1,0733936967,"2021 WYNNUM RD WYNNUM PLAZA, WYNNUM WEST"
07339302X1,0733936952,"2021 WYNNUM RD WYNNUM PLAZA, WYNNUM WEST"
02667400X1,0266742401,"46 WOMMIN BAY RD DRIFTERS HOLIDAY V, CHINDERAH"
02943826X2,0294382165,"6 PACIFIC HWY , ST LEONARDS"
02423303X1,0242331295,"LOT 199 0 OCEAN ST EAST BEACH CARAVAN, KIAMA"
07474304X1,0747430701,"39 PAMELA ST MT ISA HOSTEL, MT ISA"
03538204X2,0353825712,"20 O'CALLAGHANS PDE , HORSHAM"
02493196X1,0249319686,"1 HILLVIEW ST MARKETPLACE, RUTHERFORD"
02625353X1,0262531771,"15 JAMISON CNTR JAMISON CENTRE, MACQUARIE"
08953730X7,0895373009,"8 SINGLETON BEACH RD NR INDIANA PDE, SINGLETON"
03515206X2,0351521525,"610 MAIN ST , BAIRNSDALE"
07461350X1,0746135109,"445 HUME ST THE RIDGE SHOPPING, KEARNEYS SPRING"
07497206X2,0749726490,"35 GOONDOON ST GLADSTONE EXCHANGE, GLADSTONE CENTRAL"
02963114X2,0296315521,"56 AURELIA ST , TOONGABBIE"
03952538X2,0395255465,"56 ACLAND ST OS MCDONALDS, ST KILDA"
08895340X2,0889531821,"70 SPEARWOOD RD NR GREVILLEA DR, SADADEEN"
03954638X2,0395468057,"21 OSBORNE AVE , SPRINGVALE"
07388806X2,0738883770,"198 DECEPTION BAY RD O/S ENDEAV C/V PK, DECEPTION BAY"
07497228X2,0749726939,"190 GOONDOON ST VALLEY PLAZA, GLADSTONE CENTRAL"
02488890Y1,0248889269,"LOT 125 0 WOMBEYAN CAVES RD RIVER ISLAND NATUR, BULLIO"
07323617X2,0732363682,"35 TURBOT ST NR GEORGE ST, BRISBANE CITY"
07323605X2,0732115249,"35 TURBOT ST NR GEORGE ST, BRISBANE CITY"
02665141X2,0266516034,"0 AIRPORT DRV COFFS HARBOUR AIRP, COFFS HARBOUR"
03988523X2,0398859103,"2 WELFARE PDE , ASHBURTON"
07387907X2,0738798970,"156 INALA AVE INALA TOWN CENTRE, INALA"
07337206X1,0733729612,"156 INALA AVE INALA TOWN CENTRE, INALA"
07327806X2,0732787625,"156 INALA AVE INALA TOWN CENTRE, INALA"
08935502X2,0893551573,"126 KOOYONG RD CNR GERRING CRT, RIVERVALE"
02962510X2,0296259165,"0 EVANS RD OPP 2, ROOTY HILL"
02482232X2,0248221160,"75 GOLDSMITH ST , GOULBURN"
07339162X2,0733915394,"60 WELLINGTON RD OS STATE SCHOOL, EAST BRISBANE"
08975417X2,0897541154,"322 MARINE TCE , GEOGRAPHE"
02960608X2,0296068162,"394 FIFTEENTH AVE WEST HOXTON SHOPPI, AUSTRAL"
08897602X2,0889760224,"22 TARKARRI RD OS POST OFFICE, BATCHELOR"
08897601X2,0889760193,"22 TARKARRI RD OS POST OFFICE, BATCHELOR"
07544324X2,0754437250,"1 DIURA ST MAROOCHY RIVER CAB, MAROOCHYDORE"
03544300X2,0354435211,"251 HARGREAVES ST O/S POST OFFICE, BENDIGO"
07549860X1,0754986352,"1 NAIRN RD NR OAKEY FLAT RD, MORAYFIELD"
07549221X2,0754922106,"1 LEICHHARDT ST NEAR ESPLANADE, GOLDEN BEACH"
02696447X2,0269644618,"226 WAKADEN ST LIONS PARK, GRIFFITH"
02667711X2,0266771107,"23 BROADWAY  OS POST OFFICE, BURRINGBAR"
02444372X2,0244437180,"14 PARADISE BEACH RD OS SHOPS, SANCTUARY POINT"
08920900X1,0892092832,"225 ILLAWARRA CRS BALLAJURA CITY SHO, BALLAJURA"
07404156X2,0740415210,"129 ABBOTT ST , CAIRNS CTY"
07404170X2,0740417264,"55 LAKE ST NEAR MALL ENTRANCE, CAIRNS CTY"
07404167X2,0740416156,"149 GRAFTON ST CNR MINNIE ST, CAIRNS CTY"
07405165X2,0740519320,"71 SHERIDAN ST NR ALPIN ST, CAIRNS CTY"
07405130X2,0740518548,"150 SHERIDAN ST NR UPWARD ST, CAIRNS CTY"
07404150X7,0740415684,"136 LAKE ST OS CALVARY HOSP, CAIRNS CTY"
07405139X2,0740519273,"151 LAKE ST CNR FLORENCE ST, CAIRNS CTY"
03930217X2,0393094507,"79 KYABRAM ST NEAR SHOPS, COOLAROO"
03937624X2,0393761491,"205 BELLAIR ST O/S RAILWAY STN, KENSINGTON"
08934904X2,0893497288,"207 JONES ST CNR APPLEBY ST, BALCATTA"
08934420X2,0893447636,"4 HARRISON ST OPP CAMPION AVE, BALCATTA"
08927606X2,0892762790,"167 WALTER RD CNR COODE ST, DIANELLA"
03931513X1,0393153296,"124 MILLERS RD ALTONA GATE S/C, ALTONA NORTH"
07409000Y1,0740900726,"LOT 20 0 MOSBY ST , IAMA IS"
02979626X2,0297962516,"106 WILLIAM ST , CONDELL PARK"
02687211X2,0268721626,"0 ANSON ST TOURIST INFO CTE, BOURKE"
02938603X1,0293865764,"95 GRAFTON ST STA BUS INTERCHANG, BONDI JUNCTION"
02938604X1,0293864765,"95 GRAFTON ST STA BUS INTERCHNGE, BONDI JUNCTION"
07549331X2,0754933091,"614 NICKLIN WAY WURTULLA SHOPPING, WURTULLA"
07403111X2,0740315873,"17 GRAFTON ST OS POST OFFICE, CAIRNS CTY"
02983206X2,0298327115,"331 ROOTY HILL RD , PLUMPTON"
07387815X1,0738783714,"LVL 3 322 MOGGILL RD INDOOROOPILLY SHOP, INDOOROOPILLY"
02492627X2,0249264623,"200 HUNTER ST , NEWCASTLE"
02677237X2,0267728026,"104 MANN ST CNR MARSH ST, ARMIDALE"
02656950X2,0265695100,"2 THOMPSON ST CNR VALLA BEACH RD, VALLA BEACH"
07477207X2,0747723120,"1 ARMSTRONG ST NR CHARTERS TWR RD, HERMIT PARK"
07474132X2,0747413642,"68 GOLDRING ST OS SUPERMARKET, RICHMOND"
08918981Y2,NONE,"0 INNAWONGA COMM 40KM S TOM PRICE, ROCKLEA"
08919246Y7,0891924944,"0 LOMBADINA OFFICE COMM 180KM NE BROOME, DAMPIER PENINSULA"
02922333X2,0292231280,"50 ELIZABETH ST LOT 5 MARTIN PL RW, SYDNEY"
02922332X2,0292231283,"50 ELIZABETH ST LOT 5 MARTIN PL RW, SYDNEY"
02922329X2,0292231282,"50 ELIZABETH ST LOT 5 MARTIN PL RW, SYDNEY"
08994856X1,0899485124,"67 ROBINSON ST SHOPPING CENTRE, CORAL BAY"
08994855X1,0899485087,"67 ROBINSON ST SHOPPING CENTRE, CORAL BAY"
08931615X2,0893646067,"776 CANNING HWY , APPLECROSS"
03515664X2,0351566306,"40 SCHOOL RD , EAGLE POINT"
03623104X1,0362315501,"19 BATHURST ST , HOBART"
02495711X2,0249578502,"77 DURHAM RD O/S LAMBTON POOL, LAMBTON"
02493150X2,0249315202,"3808 ALLYN RIVER RD UPPER ALLYN VLGE, UPPER ALLYN"
07552502X2,0755250562,"53 CURRUMBIN CREEK RD NR TRADERS WAY, CURRUMBIN WATERS"
07385600X1,0738564492,"149 VICTORIA PARK RD QUT KELVIN GROVE C, KELVIN GROVE"
07387812X2,0738783657,"9 BROOKFIELD RD KENMORE VILLAGE SH, KENMORE"
07477306X2,0747733646,"61 MALLEE ST CNR KIWI ST, CONDON"
03639361X2,0363936102,"29 MEANDER VALLEY HWY , CARRICK"
02923104X1,0292315432,"420 GEORGE ST MID CITY CENTRE, SYDNEY"
02923103X1,0292312210,"420 GEORGE ST MID CITY CENTRE, SYDNEY"
02629914X2,0262994388,"251 CRAWFORD ST RSL MEMORIAL ARCAD, QUEANBEYAN"
08834900X1,0883498027,"121 MAWSON LAKES BLV THE PROMENADE, MAWSON LAKES"
02972401X2,0297241491,"168 JOHN ST NR GLADSTONE ST, CABRAMATTA"
07415521X2,0741552651,"20 CHILDERS RD BUNDABERG CARAVAN, KENSINGTON"
03955755X2,0395573277,"94 PATTERSON RD OS CAR PARK OPP 59, BENTLEIGH"
03575444X2,0357544694,"26 MAIN ST , BOGONG"
07543730X1,0754373251,"44 PELICAN WATERS BLV NEAR COLES PELICAN, PELICAN WATERS"
07544650X2,0754465783,"8 BIRTWILL ST OS COOLUM VILLAGE, COOLUM BEACH"
07544822X2,0754482712,"84 PEREGIAN ESP NR DAVID LOW WAY, PEREGIAN BEACH"
07544810X2,0754481100,"2 HERON ST , PEREGIAN BEACH"
08924612X1,0892461660,"58 SOUTHSIDE DRV SORRENTO QUAY SHOP, HILLARYS"
08924611X1,0892461511,"58 SOUTHSIDE DRV SORRENTO QUAY SHOP, HILLARYS"
02629600X2,0262315164,"12 SANGSTER PL WANNIASSA SHOPPING, WANNIASSA"
07406812X2,0740681055,"40 BUTLER ST NR STILL ST, TULLY"
07545560X1,0754556124,"63 ST ANDREWS DRV NOOSA OUTLOOK SHOP, TEWANTIN"
08862510X2,0886251024,"LOT 43 0 MAIN ST CALTEX T630201, PENONG"
08931619X1,0893169549,"125 RISELEY ST G.CITY O/S P/OFFIC, BOORAGOON"
02993829X2,0299384054,"1 LAWRENCE ST NR ALBERT ST, FRESHWATER"
02993818X2,0299384921,"1 LAWRENCE ST NR ALBERT ST, FRESHWATER"
02625400X2,0262544965,"1 HIGGINS PL , HIGGINS"
02445720X1,0244572502,"3811 MURRAMARANG RD RACECOURCE CVAN PK, BAWLEY POINT"
07403930X2,0740393495,"LOT 701 1 LARSEN RD CNR R/LYCH CONN RD, REDLYNCH"
07556320X1,0755632536,"BLDG G10 58 PARKLANDS DRV NEAR BUS STOP, SOUTHPORT"
08931016X2,0893107461,"118 PARRY AVE , BULLCREEK"
07404163X2,0740416139,"6 ABBOTT ST ENTRY REEF CASINO, CAIRNS CTY"
07544824X2,0754482718,"8 KINGFISHER DRV , PEREGIAN BEACH"
07336705X2,0738765067,"32 BAROONA RD CENTRO MILTON, MILTON"
07335502X2,0733555311,"238 PICKERING ST NR STATION AVE, GAYTHORNE"
07492707X1,0749270925,"222 MUSGRAVE ST I/S NORTHSIDE S/C, BERSERKER"
03969014X2,0396901154,"71 RICHARDSON ST NR VICTORIA AVE, ALBERT PARK"
03968991X2,0396894019,"291 GEELONG RD O/S TATTERSALLS, KINGSVILLE"
02473502X1,0247357893,"91 MACKELLER ST NEPEAN RIVER HOLID, EMU PLAINS"
08898721X1,0889872642,"20 BOTTLEBRUSH AVE , NHULUNBUY"
07548801X1,0754880061,"46 QUEEN ELIZABETH DRV COOLOOLA SANDS SHO, COOLOOLA COVE"
07553269X2,0755328306,"201 FERRY RD , SOUTHPORT"
07556251X2,0755625609,"514 CHRISTINE AVE CNR SCOTTSDALE DR, ROBINA"
07472907X1,0747290869,"2 LAKESIDE DRV FAIRFIELD CENTRAL, IDALIA"
08857234X2,0885723632,"17 MAWSON AVE , TAILEM BEND"
07404135X2,0740413954,"75 LAKE ST , CAIRNS CTY"
03596330X2,0359633200,"22 MURCHISON ST O/S POST OFFICE, MARYSVILLE"
07474254X2,NONE,"0 MALBON-SELWYN RD O/S PH EXCHANGE, KURIDALA"
08894541X1,0889455414,"305 VANDERLIN DRV , LEANYER"
02943943X2,0294397659,"11 WILLOUGHBY RD , CROWS NEST"
03988600X2,0398861482,"6 WEEDEN DRV O/S MILKBAR, VERMONT SOUTH"
02892001X2,0289203610,"162 BLUES POINT RD CNR MITCHELLE ST, MCMAHONS POINT"
03934765X2,0393477659,"546 LYGON ST , CARLTON"
03934758X2,0393475894,"546 LYGON ST , CARLTON"
07474831Y2,0747483106,"7 DIAMANTINA DEVELOPMENT RD NEAR CARMODY ST, DAJARRA"
08949510X2,0894954058,"49 LAKE RD LAKEVIEW TERRACE C, CHAMPION LAKES"
03939403X2,0393948359,"2 MAIN ST NR TLIFE SHOP, O/S, POINT COOK"
07547301X1,0754730712,"28 EENIE CREEK RD NOOSA CIVIC, NOOSAVILLE"
02655210X2,0265521543,"294 VICTORIA ST OPP FLEET ST, TAREE"
03931019X1,0393103829,"5 AIRPORT DRV QANTAS CHECK IN, MELBOURNE AIRPORT"
07405700X1,0740576168,"14 MCGREGOR RD JAMES COOK UNIVERS, SMITHFIELD"
02636228X2,0263628381,"2 PRINCE ST GREENGATE SHOPS, ORANGE"
07371101X1,0737116591,"2617 BEAUDESERT RD , CALAMVALE"
07409213X2,0740924875,"43 DIMBULAH RD NEAR WARD ST, MAREEBA"
07549760X1,0754976085,"204 BESTMANN RD THE VILLAGE, SANDSTONE POINT"
02970802X1,0297083172,"256 CHAPEL RD MAIN ENTRY GRND FL, BANKSTOWN"
02439206X2,0243924621,"664 PACIFIC HWY WYONG HOSP EMERG A, HAMLYN TERRACE"
02439211X2,0243924163,"664 PACIFIC HWY WYONG HOSPITAL, HAMLYN TERRACE"
02668100X1,0266811258,"95 FOX ST OS K-MART, BALLINA"
03594000X2,0359401340,"2 CAMERON WAY PT CNR RACECOURSE, PAKENHAM"
08920104X2,0892010476,"31 BLYTHE AVE , YOKINE"
02439202X1,0243929627,"43 LAKE HAVEN AVE LAKE HAVEN SHOPPIN, LAKE HAVEN"
03548226X2,0354822044,"256 HARE ST NR COFFEE SHOP, ECHUCA"
02439908X2,0243991036,"4 MCKELLAR BLV OPP KAWANA AVE, BLUE HAVEN"
02957027X2,0295706297,"ADJ  318 FOREST RD BUS INTERCHANGE, HURSTVILLE"
07336800X2,0733690339,"18 CAXTON ST CNR JUDGE ST, PETRIE TERRACE"
07415302X2,0741533201,"135 BARGARA RD NR LEIVESLEY ST, BUNDABERG EAST"
07415314X2,0741533596,"249 BOURBONG ST NR BINGERA ST, BUNDABERG"
07415318X2,0741533923,"42 PRINCESS ST NR MARY ST, BUNDABERG EAST"
07415319X2,0741533925,"67 PERRY ST NR QUEEN ST, BUNDABERG SOUTH"
07415321X2,0741533928,"26 WYPER ST NR BOUNDARY ST, BUNDABERG NORTH"
07415322X2,0741533930,"3 BARBER ST NR MARKS ST, BUNDABERG SOUTH"
07415331X2,0741533940,"71 RUDDELL ST NR MARYBOROUGH ST, BUNDABERG NORTH"
02979703X2,0297971520,"11 HERCULES ST NTH DRAKES LANE, ASHFIELD"
02974341X2,0297437182,"407 PARK RD NEAR ROSE CRS, REGENTS PARK"
02438101X2,0243811271,"206 DEL MONTE PL O/S POST OFFICE, COPACABANA"
02434421X2,0243415840,"204 MEMORIAL AVE O/S POST OFFICE, ETTALONG BEACH"
02958414X2,0295841740,"86 BROADARROW RD O/S POST OFFICE, NARWEE"
02952844X2,0295284500,"124 OYSTER BAY RD O/S POST OFFICE, OYSTER BAY"
02954805X2,0295481128,"64 STATION ST O/S POST OFFICE, ENGADINE"
02925211X2,0292522391,"151 MACQUARIE ST CNR BENT ST, SYDNEY"
02938845X2,0293887623,"18 MILITARY RD CNR CLOVELLY ST, WATSONS BAY"
02936902X2,0293693445,"184 BIRRELL ST NR BRONTE RD, BONDI JUNCTION"
02936807X2,0293680024,"37 CHALLIS AVE O/S NR MCCLEAY ST, POTTS POINT"
07553331X2,0755333191,"4 BINNA BURRA RD O/S EXCHANGE, BEECHMONT"
07495305X2,0749530816,"75 SHAKESPEARE ST CNR GOLDSMITH ST, EAST MACKAY"
07495303X2,0749535238,"2 UNGERER ST OS BIG BEAR, NORTH MACKAY"
08927622X2,0892765865,"156 WELLINGTON ST NR NORANDA AVE, MORLEY"
08953810X2,0895381030,"59 MCLARTY ST O/S EXCHANGE, DWELLINGUP"
02462513X2,0246254301,"0 COPPERFIELD DRV NR MACBETH WAY, ROSEMEADOW"
02961003X2,0296107276,"86 HARRINGTON ST NR CABRAMATTA RD, CABRAMATTA WEST"
02495040X2,0249504160,"80 HAYDEN BROOK RD IN SHOPS, WOODRISING"
02963329X2,0296334810,"117 ALFRED ST CNR HASSALL ST, PARRAMATTA"
03953137X2,0395318777,"176 GLEN HUNTLY RD NR CNR BRIGHTON RD, BRIGHTON"
07389105X1,0738911477,"LVL 1 251 IPSWICH RD NR EMERGENCY, WOOLLOONGABBA"
07494203X2,0749425205,"118 MALCOMSON ST , NORTH MACKAY"
07492841X2,0749289385,"396 DEAN ST OPP GUYER ST, FRENCHVILLE"
07498550X2,0749855166,"5 GOLDEN WILLOW DRV OS GEMAIR CV PRK, WILLOWS"
07415342X2,0741534089,"56 BURNETT ST NR HUNTER ST, BUNDABERG NORTH"
07415345X2,0741534094,"63 BURNETT ST NR TARGO ST, BUNDABERG NORTH"
07320310X2,0732036784,"2 REEF POINT ESP OS KIOSK SCARBOROU, SCARBOROUGH"
08976410X7,0897641107,"21 SOUTHWEST HWY OS SHOP, MULLALYUP"
07406950X2,0740695104,"95 CHARLOTTE ST NR WALKER ST, COOKTOWN"
08927432X2,0892745154,"236 GREAT EASTERN HWY , MIDLAND"
08919243Y1,NONE,"3 BEAGLE BAY RD BUDGARJOOK COMMUNI, DAMPIER PENINSULA"
03626105X2,0362612386,"516 LACHLAN RD LANCLAN FIRE STATI, LACHLAN"
07406112X2,0740617030,"62 RANKIN ST N OF EDITH ST, INNISFAIL"
