id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_CODE_2021,SA1_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,SA3_CODE_2021,SA3_NAME_2021,SA4_CODE_2021,SA4_NAME_2021,RA_2011,RA_2016,RA_2021,RA_2021_NAME,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,sed_code,sed_name
1191,2476,WOODENBONG,NSW,152.49765,-28.36456,WOODENBONG LPO,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.3940787,152.6185302,11202124722,Woodenbong,112021247,Kyogle,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,3,3,12,Outer Regional Australia,5,5,Page,544.092529296875,N2,PHN109,North Coast,Tenterfield,17400,Page,Rural,10045,Lismore
1192,2477,ALSTONVALE,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.80611,153.44528,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1193,2477,ALSTONVILLE,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.8408655,153.4495841,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1194,2477,BAGOTVILLE,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.975,153.40639,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1195,2477,CABBAGE TREE ISLAND,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.9807639,153.4567179,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1196,2477,DALWOOD,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.8920216,153.4095259,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1197,2477,EAST WARDELL,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.9609682,153.4803044,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,5,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
20448,2477,GOAT ISLAND,NSW,153.4578479,-28.98916901,Alstonville,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.9891844,153.4574465,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1198,2477,LYNWOOD,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.8671184,153.4449124,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1199,2477,MEERSCHAUM VALE,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.91083,153.43611,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1200,2477,PEARCES CREEK,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.7723955,153.4567092,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1201,2477,ROUS,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.86833,153.40306,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1202,2477,ROUS MILL,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.8762313,153.3859379,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1203,2477,TUCKOMBIL,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.818097,153.4685065,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1204,2477,URALBA,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.87294,153.47145,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1205,2477,WARDELL,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.95,153.466667,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1206,2477,WOLLONGBAR,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.816667,153.4,11202124927,Pearces Creek,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,,N2,PHN109,North Coast,Lismore,14850,Richmond,Rural,10045,Lismore
1207,2478,BALLINA,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.8379654,153.5629067,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
22826,2478,BALLINA DC,NSW,153.563,-28.838,Ballina,Delivery Area,Updated 25-Jan-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.838,153.563,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,-3492,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1208,2478,COOLGARDIE,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.916122,153.4596584,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1209,2478,CUMBALUM,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.82722,153.52694,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1210,2478,EAST BALLINA,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.8537305,153.5865127,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1211,2478,EMPIRE VALE,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.91667,153.52306,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,5,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1212,2478,KEITH HALL,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.8870268,153.5393031,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,5,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
20449,2478,KINVARA,NSW,153.5470004,-28.79173459,Ballina,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.7776,153.529,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,9.00517749786377,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1213,2478,LENNOX HEAD,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.8,153.583333,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1214,2478,PATCHS BEACH,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.9476843,153.506852,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,5,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1215,2478,PIMLICO,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.9099236,153.4783992,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1216,2478,PIMLICO ISLAND,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.9174192,153.4943855,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1217,2478,SKENNARS HEAD,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.82639,153.60528,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1218,2478,SOUTH BALLINA,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.8811894,153.5629067,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1219,2478,TEVEN,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.816667,153.5,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1220,2478,TINTENBAR,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.8,153.516667,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1221,2478,WEST BALLINA,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.8646166,153.5332596,11201124223,Skennars Head,112011242,Lennox Head - Skennars Head,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10004,Ballina
1222,2479,BANGALOW,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.6864297,153.5224671,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,4,4,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
1223,2479,BINNA BURRA,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.7041877,153.4921029,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
1224,2479,BROOKLET,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.73139,153.515,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
1225,2479,COOPERS SHOOT,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.6974127,153.5629067,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,4,4,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
90,2479,COORABELL,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.6393085,153.4921029,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,4,4,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
91,2479,FERNLEIGH,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.7690428,153.4921029,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
92,2479,KNOCKROW,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.7573446,153.5393031,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
93,2479,MCLEODS SHOOT,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.6549951,153.5540551,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,4,4,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
94,2479,NASHUA,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.72715,153.46695,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
95,2479,NEWRYBAR,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.72056,153.52944,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,4,4,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
96,2479,POSSUM CREEK,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.682564,153.4921029,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
97,2479,ST HELENA,NSW,153.514963,-28.709545,QLD Country 2,Delivery Area,Updated 6-Feb-2020,11201,Richmond Valley - Coastal,112,Richmond - Tweed,R3,-28.661,153.563,11201123822,Bangalow,112011238,Bangalow,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,4,4,Richmond,55.8333053588867,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
98,2480,BACK CREEK,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.7126007,153.0785074,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
99,2480,BENTLEY,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.7510243,153.086146,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
100,2480,BEXHILL,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.75,153.35,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
101,2480,BLAKEBROOK,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.7656333,153.2208914,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
102,2480,BLUE KNOB,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.5488555,153.1914317,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
20450,2480,BOAT HARBOUR,NSW,153.3781843,-28.77409502,Lismore,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.7732431,153.3711967,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
103,2480,BOOERIE CREEK,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.78144,153.244462,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
104,2480,BOORABEE PARK,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.69141,153.0500809,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
105,2480,BOOYONG,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.7462192,153.4478616,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
106,2480,BUNGABBEE,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.7696167,153.1384143,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
107,2480,CANIABA,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.8278486,153.209107,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
108,2480,CHILCOTTS GRASS,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.8317775,153.3417171,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,3,3,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
109,2480,CLOVASS,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.8663164,153.1667623,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,4,4,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
110,2480,CLUNES,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,R3,-28.733333,153.4,11202124948,Dunoon,112021249,Lismore Surrounds,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,2,2,11,Inner Regional Australia,5,5,Page,17.783332824707,N2,PHN109,North Coast,Ballina,10250,Richmond,Rural,10045,Lismore
